Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Recommended_Major,Q16,Q17
a,b,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Applied Health Sciences,No,No
a,b,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Applied Health Sciences,No,No
a,a,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Dentistry,No,No
a,a,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Medicine,No,No
a,c,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Applied Health Sciences,No,No
a,b,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Medicine,No,No
a,c,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,a,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Medicine,No,No
a,a,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Applied Health Sciences,No,No
a,d,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Medicine,No,No
a,d,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Medicine,No,No
a,a,No,No,No,No,No,No,No,No,No,No,No,No,No,Applied Health Sciences,No,No
a,a,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,c,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Medicine,No,No
a,c,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Applied Health Sciences,No,No
a,a,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Medicine,No,No
a,b,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Applied Health Sciences,No,No
a,a,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,c,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,c,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Medicine,No,No
a,d,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Dentistry,No,No
a,a,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Dentistry,No,No
a,a,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Dentistry,No,No
a,c,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Dentistry,No,No
a,d,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Applied Health Sciences,No,No
a,b,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,c,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,b,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Applied Health Sciences,No,No
a,d,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Applied Health Sciences,No,No
a,a,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Dentistry,No,No
a,b,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Applied Health Sciences,No,No
a,a,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Applied Health Sciences,No,No
a,d,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Applied Health Sciences,No,No
a,a,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Dentistry,No,No
a,b,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,c,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Dentistry,No,No
a,c,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Applied Health Sciences,No,No
a,b,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,b,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Applied Health Sciences,No,No
a,a,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Applied Health Sciences,No,No
a,c,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Medicine,No,No
a,a,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Medicine,No,No
a,b,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Medicine,No,No
a,d,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Medicine,No,No
a,a,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Dentistry,No,No
a,d,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Medicine,No,No
a,d,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Medicine,No,No
a,c,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,b,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Applied Health Sciences,No,No
a,c,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Medicine,No,No
a,b,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,b,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Applied Health Sciences,No,No
a,b,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Applied Health Sciences,No,No
a,d,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,b,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Medicine,No,No
a,d,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Applied Health Sciences,No,No
a,c,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,d,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Dentistry,No,No
a,b,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Medicine,No,No
a,d,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Applied Health Sciences,No,No
a,a,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Applied Health Sciences,No,No
a,c,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Medicine,No,No
a,a,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Applied Health Sciences,No,No
a,c,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Applied Health Sciences,No,No
a,b,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Medicine,No,No
a,a,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Medicine,No,No
a,a,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Medicine,No,No
a,c,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Applied Health Sciences,No,No
a,a,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Applied Health Sciences,No,No
a,a,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Medicine,No,No
a,d,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Medicine,No,No
a,c,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Applied Health Sciences,No,No
a,d,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Applied Health Sciences,No,No
a,d,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Applied Health Sciences,No,No
a,a,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Dentistry,No,No
a,d,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Medicine,No,No
a,d,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Applied Health Sciences,No,No
a,c,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Applied Health Sciences,No,No
a,a,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Applied Health Sciences,No,No
a,d,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Dentistry,No,No
a,b,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Medicine,No,No
a,c,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Applied Health Sciences,No,No
a,b,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Applied Health Sciences,No,No
a,b,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Medicine,No,No
a,c,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Medicine,No,No
a,d,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Applied Health Sciences,No,No
a,a,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Applied Health Sciences,No,No
a,b,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Applied Health Sciences,No,No
a,c,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,b,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Dentistry,No,No
a,c,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Medicine,No,No
a,b,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Medicine,No,No
a,b,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,b,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Medicine,No,No
a,b,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Applied Health Sciences,No,No
a,c,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Medicine,No,No
a,a,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Applied Health Sciences,No,No
a,b,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Medicine,No,No
a,b,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Dentistry,No,No
a,a,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Applied Health Sciences,No,No
a,a,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Applied Health Sciences,No,No
a,d,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Medicine,No,No
a,d,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Medicine,No,No
a,b,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Applied Health Sciences,No,No
a,d,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Dentistry,No,No
a,c,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Applied Health Sciences,No,No
a,d,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Medicine,No,No
a,a,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Applied Health Sciences,No,No
a,c,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Medicine,No,No
a,b,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Applied Health Sciences,No,No
a,d,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Medicine,No,No
a,b,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Dentistry,No,No
a,d,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Dentistry,No,No
a,b,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Applied Health Sciences,No,No
a,c,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Applied Health Sciences,No,No
a,d,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Medicine,No,No
a,a,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Applied Health Sciences,No,No
a,c,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Dentistry,No,No
a,a,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Applied Health Sciences,No,No
a,b,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Applied Health Sciences,No,No
a,c,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,a,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Applied Health Sciences,No,No
a,b,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Applied Health Sciences,No,No
a,c,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Dentistry,No,No
a,b,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Applied Health Sciences,No,No
a,a,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Medicine,No,No
a,d,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,b,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Applied Health Sciences,No,No
a,c,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Medicine,No,No
a,b,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Applied Health Sciences,No,No
a,d,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Medicine,No,No
a,a,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Medicine,No,No
a,a,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Applied Health Sciences,No,No
a,d,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Medicine,No,No
a,c,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Medicine,No,No
a,d,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Applied Health Sciences,No,No
a,b,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Medicine,No,No
a,b,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Applied Health Sciences,No,No
a,c,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Dentistry,No,No
a,c,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Applied Health Sciences,No,No
a,d,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Applied Health Sciences,No,No
a,d,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Applied Health Sciences,No,No
a,c,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Medicine,No,No
a,a,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Medicine,No,No
a,c,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Applied Health Sciences,No,No
a,b,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Applied Health Sciences,No,No
a,c,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Applied Health Sciences,No,No
a,d,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Applied Health Sciences,No,No
a,a,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Applied Health Sciences,No,No
a,d,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Medicine,No,No
a,c,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,d,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Applied Health Sciences,No,No
a,a,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Medicine,No,No
a,d,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Applied Health Sciences,No,No
a,d,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Applied Health Sciences,No,No
a,c,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Medicine,No,No
a,c,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Medicine,No,No
a,a,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Medicine,No,No
a,b,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Applied Health Sciences,No,No
a,c,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Medicine,No,No
a,b,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Applied Health Sciences,No,No
a,b,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Medicine,No,No
a,c,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Applied Health Sciences,No,No
a,d,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Applied Health Sciences,No,No
a,b,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Medicine,No,No
a,b,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Applied Health Sciences,No,No
a,d,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,a,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Applied Health Sciences,No,No
a,c,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Medicine,No,No
a,d,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Medicine,No,No
a,b,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Medicine,No,No
a,a,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Applied Health Sciences,No,No
a,a,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,c,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Applied Health Sciences,No,No
a,d,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Applied Health Sciences,No,No
a,a,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Medicine,No,No
a,b,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Applied Health Sciences,No,No
a,c,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,d,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Applied Health Sciences,No,No
a,a,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Medicine,No,No
a,a,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Applied Health Sciences,No,No
a,a,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Dentistry,No,No
a,a,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Medicine,No,No
a,a,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Medicine,No,No
a,c,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Applied Health Sciences,No,No
a,d,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Applied Health Sciences,No,No
a,c,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,d,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Applied Health Sciences,No,No
a,b,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Medicine,No,No
a,c,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Dentistry,No,No
a,a,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Dentistry,No,No
a,d,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Dentistry,No,No
a,c,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Medicine,No,No
a,d,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Medicine,No,No
a,c,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Applied Health Sciences,No,No
a,a,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Dentistry,No,No
a,a,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,a,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Applied Health Sciences,No,No
a,a,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Dentistry,No,No
a,d,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Medicine,No,No
a,c,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Applied Health Sciences,No,No
a,b,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Applied Health Sciences,No,No
a,b,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Applied Health Sciences,No,No
a,b,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Dentistry,No,No
a,a,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Dentistry,No,No
a,c,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Applied Health Sciences,No,No
a,b,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Medicine,No,No
a,c,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Dentistry,No,No
a,b,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Applied Health Sciences,No,No
a,c,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Applied Health Sciences,No,No
a,a,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,a,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Medicine,No,No
a,a,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Applied Health Sciences,No,No
a,a,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Applied Health Sciences,No,No
a,b,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Medicine,No,No
a,d,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Applied Health Sciences,No,No
a,d,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Applied Health Sciences,No,No
a,a,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Applied Health Sciences,No,No
a,b,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Medicine,No,No
a,c,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Applied Health Sciences,No,No
a,b,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Medicine,No,No
a,b,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Medicine,No,No
a,d,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Dentistry,No,No
a,d,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Dentistry,No,No
a,d,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Medicine,No,No
a,a,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Medicine,No,No
a,b,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Applied Health Sciences,No,No
a,b,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Applied Health Sciences,No,No
a,c,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,a,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Medicine,No,No
a,a,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Medicine,No,No
a,b,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,a,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Applied Health Sciences,No,No
a,a,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Medicine,No,No
a,c,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,d,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Applied Health Sciences,No,No
a,c,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Medicine,No,No
a,a,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Applied Health Sciences,No,No
a,d,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Medicine,No,No
a,a,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Dentistry,No,No
a,a,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Applied Health Sciences,No,No
a,b,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Dentistry,No,No
a,a,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Applied Health Sciences,No,No
a,a,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Dentistry,No,No
a,a,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Dentistry,No,No
a,a,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Dentistry,No,No
a,c,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Medicine,No,No
a,c,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Medicine,No,No
a,c,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Dentistry,No,No
a,a,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,d,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Applied Health Sciences,No,No
a,c,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Applied Health Sciences,No,No
a,b,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Dentistry,No,No
a,d,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Medicine,No,No
a,d,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Medicine,No,No
a,d,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,a,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Medicine,No,No
a,c,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Dentistry,No,No
a,d,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Dentistry,No,No
a,c,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Applied Health Sciences,No,No
a,b,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Medicine,No,No
a,c,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Applied Health Sciences,No,No
a,c,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,d,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Applied Health Sciences,No,No
a,b,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Applied Health Sciences,No,No
a,b,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Applied Health Sciences,No,No
a,d,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,a,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Medicine,No,No
a,c,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Applied Health Sciences,No,No
a,d,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Dentistry,No,No
a,b,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Dentistry,No,No
a,b,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Applied Health Sciences,No,No
a,c,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Applied Health Sciences,No,No
a,d,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Applied Health Sciences,No,No
a,a,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Medicine,No,No
a,b,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Applied Health Sciences,No,No
