Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Recommended_Major
c,c,No,No,Yes,Yes,Yes,No,Yes,Yes,Arts
c,c,No,No,Yes,No,Yes,No,No,No,Arts
a,c,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Arts
c,c,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Arts
c,d,Yes,No,Yes,No,No,Yes,Yes,Yes,Arts
c,c,Yes,No,Yes,No,Yes,No,No,No,Arts
c,b,Yes,Yes,Yes,No,Yes,No,No,No,Arts
c,c,Yes,No,No,Yes,Yes,No,No,Yes,Arts
c,c,No,Yes,Yes,No,No,No,Yes,Yes,Arts
c,c,Yes,No,No,Yes,No,No,No,Yes,Arts
c,a,Yes,No,Yes,Yes,No,No,Yes,No,Arts
a,c,Yes,Yes,Yes,Yes,No,No,Yes,No,Arts
c,b,Yes,No,Yes,No,No,No,No,Yes,Arts
c,c,Yes,No,No,Yes,Yes,No,Yes,No,Arts
b,c,Yes,No,Yes,No,No,No,Yes,Yes,Arts
c,d,Yes,No,Yes,Yes,No,Yes,Yes,No,Arts
c,c,Yes,Yes,No,No,No,No,No,Yes,Arts
c,c,No,Yes,Yes,No,Yes,No,Yes,No,Arts
c,c,No,Yes,No,No,No,No,Yes,Yes,Arts
c,b,No,Yes,Yes,No,No,No,Yes,Yes,Arts
c,d,Yes,No,Yes,No,No,No,Yes,No,Arts
a,c,No,No,Yes,Yes,No,No,Yes,No,Arts
c,a,No,No,Yes,Yes,Yes,No,Yes,No,Arts
c,c,No,No,Yes,No,Yes,No,Yes,No,Arts
c,c,No,No,No,Yes,No,No,Yes,No,Arts
c,b,Yes,No,Yes,Yes,No,No,No,No,Arts
c,c,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Arts
b,c,Yes,No,Yes,No,Yes,No,No,No,Arts
c,d,No,No,Yes,No,Yes,No,Yes,No,Arts
c,d,No,No,Yes,No,Yes,No,No,Yes,Fine Arts
c,d,No,No,No,No,No,Yes,No,Yes,Fine Arts
c,b,No,Yes,No,No,Yes,Yes,No,No,Fine Arts
c,d,No,Yes,No,No,Yes,Yes,No,No,Fine Arts
c,c,No,Yes,No,No,Yes,Yes,No,No,Fine Arts
c,b,No,No,Yes,Yes,Yes,No,No,No,Fine Arts
c,b,No,No,No,No,No,Yes,Yes,Yes,Fine Arts
c,d,No,No,Yes,Yes,Yes,Yes,Yes,No,Fine Arts
c,b,No,Yes,No,No,No,Yes,No,Yes,Fine Arts
c,b,No,No,Yes,No,Yes,No,No,No,Fine Arts
a,c,No,No,No,Yes,No,Yes,No,No,Fine Arts
c,c,No,Yes,No,Yes,No,Yes,No,Yes,Fine Arts
c,d,No,Yes,Yes,No,No,No,No,No,Fine Arts
c,b,No,Yes,Yes,No,No,No,No,No,Fine Arts
c,c,No,No,Yes,No,No,Yes,No,No,Fine Arts
c,d,No,No,Yes,No,No,Yes,Yes,Yes,Fine Arts
b,c,No,No,No,No,No,Yes,No,No,Fine Arts
c,d,No,No,No,Yes,No,No,No,No,Fine Arts
c,d,No,Yes,No,No,No,Yes,No,Yes,Fine Arts
c,b,No,No,Yes,Yes,No,No,No,No,Fine Arts
c,b,No,No,No,Yes,Yes,Yes,No,No,Fine Arts
a,c,No,No,Yes,No,No,Yes,No,No,Fine Arts
a,d,No,No,No,No,No,Yes,No,No,Fine Arts
c,b,No,No,No,No,Yes,Yes,No,No,Fine Arts
c,d,No,Yes,No,Yes,Yes,Yes,No,No,Fine Arts
c,b,No,No,Yes,Yes,Yes,Yes,Yes,No,Fine Arts
c,c,No,Yes,Yes,No,Yes,Yes,No,No,Fine Arts
c,c,No,Yes,No,No,No,No,No,No,Fine Arts
c,d,No,No,No,No,Yes,Yes,Yes,No,Fine Arts
c,b,No,No,No,No,No,No,No,No,Fine Arts
c,c,No,No,Yes,No,Yes,Yes,No,Yes,Fine Arts
c,d,No,No,No,No,No,No,No,No,Fine Arts
c,c,No,No,No,No,No,Yes,Yes,No,Fine Arts
c,c,No,No,No,Yes,No,Yes,Yes,No,Fine Arts
c,d,No,No,No,Yes,No,Yes,No,Yes,Fine Arts
c,d,No,No,Yes,No,Yes,Yes,Yes,No,Fine Arts
c,d,No,Yes,No,No,Yes,Yes,No,Yes,Fine Arts
c,c,No,No,No,No,No,No,No,Yes,Fine Arts
c,b,No,No,Yes,No,No,No,No,No,Fine Arts
c,c,No,No,No,Yes,Yes,No,No,Yes,Fine Arts
c,c,No,No,No,Yes,Yes,Yes,No,No,Fine Arts
c,b,No,No,No,No,Yes,No,No,No,Fine Arts
c,b,No,Yes,No,Yes,No,No,No,No,Fine Arts
c,b,No,No,No,Yes,Yes,Yes,No,Yes,Fine Arts
c,c,No,No,Yes,Yes,No,Yes,No,No,Fine Arts
c,c,No,No,Yes,No,No,Yes,No,Yes,Fine Arts
c,b,No,No,No,Yes,Yes,No,No,No,Fine Arts
c,d,No,No,No,No,No,No,Yes,No,Fine Arts
c,c,No,Yes,No,Yes,Yes,Yes,No,Yes,Fine Arts
c,d,No,No,No,Yes,No,Yes,Yes,No,Fine Arts
b,b,No,No,No,No,No,Yes,No,No,Fine Arts
c,b,No,No,Yes,No,No,Yes,No,Yes,Fine Arts
c,d,No,Yes,Yes,No,Yes,Yes,No,Yes,Fine Arts
c,d,No,No,Yes,Yes,Yes,No,No,No,Fine Arts
c,b,No,Yes,Yes,No,No,Yes,No,No,Fine Arts
c,b,No,No,No,Yes,No,No,Yes,No,Fine Arts
c,b,No,Yes,Yes,Yes,Yes,No,No,No,Fine Arts
b,c,No,No,Yes,No,No,Yes,No,No,Fine Arts
c,b,No,Yes,No,Yes,Yes,Yes,No,Yes,Fine Arts
c,c,No,Yes,Yes,Yes,Yes,Yes,No,No,Fine Arts
c,b,No,No,Yes,Yes,No,No,No,Yes,Fine Arts
c,b,No,No,Yes,No,No,No,No,Yes,Fine Arts
c,b,No,Yes,Yes,No,Yes,Yes,No,Yes,Fine Arts
c,d,No,No,Yes,No,No,No,No,No,Fine Arts
c,b,No,No,No,No,No,No,No,Yes,Fine Arts
c,b,No,No,No,Yes,Yes,Yes,Yes,No,Fine Arts
c,b,No,No,Yes,Yes,No,Yes,No,Yes,Fine Arts
c,b,No,Yes,No,Yes,No,Yes,No,Yes,Fine Arts
c,d,No,Yes,No,No,No,No,No,No,Fine Arts
c,b,No,Yes,Yes,Yes,No,Yes,No,Yes,Fine Arts
c,d,No,Yes,No,No,No,Yes,No,No,Fine Arts
c,b,No,No,Yes,No,No,Yes,No,No,Fine Arts
c,b,No,Yes,Yes,No,No,Yes,No,Yes,Fine Arts
c,c,No,Yes,No,No,Yes,No,No,Yes,Fine Arts
a,d,No,No,Yes,No,No,Yes,No,No,Fine Arts
b,c,No,No,No,No,Yes,Yes,No,No,Fine Arts
c,c,No,No,Yes,Yes,Yes,Yes,No,No,Fine Arts
b,c,No,No,Yes,No,Yes,Yes,No,No,Fine Arts
c,c,No,No,No,No,No,Yes,Yes,Yes,Fine Arts
c,b,No,No,No,No,No,Yes,No,Yes,Fine Arts
c,d,No,No,No,No,No,Yes,Yes,Yes,Fine Arts
c,d,No,No,Yes,No,Yes,Yes,No,Yes,Fine Arts
c,c,No,No,Yes,No,Yes,Yes,No,No,Fine Arts
c,c,No,Yes,No,No,No,No,No,Yes,Fine Arts
b,b,No,No,Yes,No,No,Yes,No,No,Fine Arts
c,c,No,Yes,No,Yes,Yes,No,No,No,Fine Arts
c,c,No,Yes,Yes,Yes,No,Yes,No,No,Fine Arts
c,b,No,Yes,Yes,No,Yes,Yes,No,No,Fine Arts
c,d,No,Yes,Yes,No,No,Yes,No,Yes,Fine Arts
a,c,No,Yes,No,No,No,Yes,No,No,Fine Arts
c,d,No,No,Yes,No,No,Yes,No,Yes,Fine Arts
c,b,No,No,Yes,No,Yes,Yes,No,Yes,Fine Arts
c,b,No,Yes,No,Yes,No,Yes,No,No,Fine Arts
c,c,No,No,No,Yes,Yes,No,No,No,Fine Arts
c,b,No,No,No,No,No,No,Yes,No,Fine Arts
a,c,No,No,Yes,Yes,No,Yes,No,No,Fine Arts
c,d,No,Yes,No,Yes,No,Yes,No,No,Fine Arts
a,c,No,No,No,No,No,Yes,No,No,Fine Arts
c,b,No,Yes,No,No,Yes,No,No,No,Fine Arts
c,c,No,No,No,No,Yes,Yes,Yes,No,Fine Arts
c,b,No,Yes,No,Yes,Yes,No,No,No,Fine Arts
c,d,No,No,No,No,No,Yes,No,No,Fine Arts
c,c,No,No,No,No,Yes,No,No,Yes,Fine Arts
c,c,No,No,No,Yes,No,Yes,No,No,Fine Arts
c,d,No,Yes,Yes,Yes,Yes,Yes,No,No,Fine Arts
c,b,No,No,Yes,No,Yes,Yes,Yes,No,Fine Arts
c,b,No,Yes,No,No,No,No,No,No,Fine Arts
c,b,No,Yes,No,No,Yes,Yes,No,Yes,Fine Arts
c,d,No,No,No,Yes,No,Yes,No,No,Fine Arts
c,d,No,No,No,Yes,Yes,Yes,No,Yes,Fine Arts
c,b,No,No,Yes,No,No,Yes,Yes,Yes,Fine Arts
c,b,No,No,No,No,Yes,Yes,Yes,No,Fine Arts
c,b,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Fine Arts
c,d,No,No,Yes,Yes,Yes,Yes,No,No,Fine Arts
c,d,No,No,No,Yes,Yes,Yes,Yes,No,Fine Arts
c,c,No,Yes,No,No,No,Yes,No,Yes,Fine Arts
c,d,No,No,Yes,Yes,No,Yes,Yes,No,Fine Arts
c,d,No,No,Yes,No,No,No,No,Yes,Fine Arts
c,c,No,Yes,No,Yes,No,Yes,No,No,Fine Arts
c,d,No,No,Yes,No,No,Yes,Yes,No,Fine Arts
c,b,No,Yes,No,No,No,Yes,No,No,Fine Arts
c,d,No,No,No,No,Yes,No,No,Yes,Fine Arts
c,d,No,No,No,Yes,Yes,Yes,No,No,Fine Arts
c,d,No,No,Yes,Yes,No,Yes,No,No,Fine Arts
c,b,No,No,No,Yes,No,Yes,No,Yes,Fine Arts
c,b,No,No,No,Yes,No,Yes,Yes,No,Fine Arts
c,c,No,No,No,No,Yes,Yes,No,Yes,Fine Arts
c,b,No,No,No,Yes,No,No,No,Yes,Fine Arts
c,b,No,No,No,Yes,No,No,No,No,Fine Arts
c,d,No,No,Yes,Yes,Yes,Yes,No,Yes,Fine Arts
c,d,No,No,No,No,No,Yes,Yes,No,Fine Arts
c,d,No,No,Yes,Yes,No,No,No,No,Fine Arts
c,c,No,Yes,No,No,Yes,Yes,No,Yes,Fine Arts
c,b,No,No,No,No,No,Yes,Yes,No,Fine Arts
c,b,No,No,Yes,No,No,Yes,Yes,No,Fine Arts
c,d,No,No,Yes,No,Yes,Yes,No,No,Fine Arts
c,d,No,Yes,Yes,No,Yes,Yes,No,No,Fine Arts
c,d,No,Yes,Yes,No,Yes,No,No,No,Fine Arts
c,d,No,Yes,Yes,Yes,No,Yes,No,No,Fine Arts
c,b,No,No,Yes,No,Yes,Yes,No,No,Fine Arts
c,c,No,Yes,Yes,Yes,No,Yes,No,Yes,Fine Arts
c,d,No,No,Yes,Yes,No,Yes,No,Yes,Fine Arts
c,c,No,No,Yes,Yes,No,Yes,No,Yes,Fine Arts
c,b,No,Yes,Yes,Yes,Yes,Yes,No,No,Fine Arts
c,d,No,No,No,No,Yes,Yes,No,Yes,Fine Arts
c,b,No,No,No,No,No,Yes,No,No,Fine Arts
c,c,No,No,No,Yes,Yes,Yes,No,Yes,Fine Arts
c,c,No,Yes,No,Yes,No,No,No,No,Fine Arts
c,c,No,Yes,No,No,No,Yes,No,No,Fine Arts
c,d,No,Yes,No,No,Yes,No,No,No,Fine Arts
c,c,No,Yes,Yes,No,Yes,Yes,No,Yes,Fine Arts
c,c,No,Yes,Yes,No,No,Yes,No,Yes,Fine Arts
c,c,No,No,No,Yes,No,Yes,Yes,Yes,Fine Arts
c,c,No,Yes,No,Yes,Yes,Yes,No,No,Fine Arts
c,c,No,No,No,Yes,No,No,No,No,Fine Arts
c,b,No,Yes,Yes,No,Yes,No,No,No,Fine Arts
c,d,No,Yes,Yes,No,No,Yes,No,No,Fine Arts
c,b,No,No,No,Yes,No,Yes,Yes,Yes,Fine Arts
c,d,No,No,Yes,No,No,Yes,No,No,Fine Arts
c,b,No,Yes,Yes,Yes,No,No,No,No,Fine Arts
c,c,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Fine Arts
c,c,No,No,Yes,Yes,Yes,Yes,No,Yes,Fine Arts
c,d,No,No,Yes,No,Yes,No,No,No,Fine Arts
c,b,No,No,Yes,Yes,Yes,Yes,No,No,Fine Arts
c,b,No,No,Yes,Yes,No,Yes,Yes,No,Fine Arts
c,b,No,No,Yes,Yes,No,Yes,Yes,Yes,Fine Arts
c,c,No,No,No,Yes,No,Yes,No,Yes,Fine Arts
c,d,No,No,No,Yes,Yes,No,No,No,Fine Arts
c,c,No,No,No,No,Yes,Yes,Yes,Yes,Fine Arts
c,b,No,No,Yes,Yes,No,Yes,No,No,Fine Arts
c,b,No,Yes,Yes,No,No,No,No,Yes,Fine Arts
c,c,No,No,No,No,No,No,No,No,Fine Arts
c,c,No,No,No,No,No,Yes,No,Yes,Fine Arts
c,b,No,Yes,Yes,Yes,No,Yes,No,No,Fine Arts
c,b,No,No,No,Yes,No,Yes,No,No,Fine Arts
c,d,No,No,No,No,Yes,No,No,No,Fine Arts
c,c,No,No,No,Yes,No,No,No,Yes,Fine Arts
c,c,No,No,No,Yes,Yes,Yes,Yes,No,Fine Arts
c,c,No,No,No,No,Yes,No,No,No,Fine Arts
c,b,No,No,Yes,Yes,Yes,Yes,No,Yes,Fine Arts
c,c,No,Yes,No,No,Yes,No,No,No,Fine Arts
c,b,No,No,No,No,Yes,Yes,No,Yes,Fine Arts
a,c,No,Yes,Yes,No,No,Yes,No,No,Fine Arts
c,b,No,Yes,No,Yes,Yes,Yes,No,No,Fine Arts
c,c,No,Yes,Yes,No,No,Yes,No,No,Fine Arts
c,d,No,No,No,No,Yes,Yes,No,No,Fine Arts
c,b,No,Yes,No,No,No,No,No,Yes,Fine Arts
c,d,No,No,No,No,No,No,No,Yes,Fine Arts
c,c,No,No,No,No,Yes,Yes,No,No,Fine Arts
c,c,No,No,No,No,No,Yes,No,No,Fine Arts
